,company_name,specific_bean_origin,ref,review_date,cocoa_percentage,company_location,rating,broad_bean_origin,cluster,mode_cluster
610,Mast Brothers,French Laundry 20th Anniversary,1359,2014,0.75,United States,3.75,"Peru, Belize",0,0
611,Mast Brothers,Shake Shack,959,2012,0.73,United States,3.5,"Peru, Mad., Dom. Rep.",0,0
612,Mast Brothers,Madagascar,999,2012,0.72,United States,2.5,,1,0
613,Mast Brothers,Chuao,999,2012,0.73,United States,2.75,Venezuela,1,0
614,Mast Brothers,Brooklyn Blend,672,2011,0.72,United States,3.5,,0,0
615,Mast Brothers,"Chuao, Med. Roast",701,2011,0.76,United States,3.0,Venezuela,1,0
616,Mast Brothers,"Chuao, Dark Roast",709,2011,0.7,United States,3.0,Venezuela,2,0
617,Mast Brothers,"Chuao, Light Roast",713,2011,0.81,United States,2.75,Venezuela,1,0
618,Mast Brothers,Moho River,773,2011,0.7,United States,3.5,Belize,2,0
619,Mast Brothers,Papua New Guinea,777,2011,0.71,United States,2.75,Papua New Guinea,2,0
620,Mast Brothers,San Martin,777,2011,0.75,United States,3.0,Peru,1,0
621,Mast Brothers,Conacado,777,2011,0.73,United States,3.25,Dominican Republic,2,0
622,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,0.74,United States,3.75,Dominican Republic,0,0
623,Mast Brothers,Patanemo,572,2010,0.81,United States,2.75,Venezuela,1,0
624,Mast Brothers,Ocumare de la Costa,572,2010,0.75,United States,3.0,Venezuela,1,0
625,Mast Brothers,"Dominican Republic, Coop",572,2010,0.7,United States,3.25,Dominican Republic,2,0
626,Maverick,Maya Mountain,1367,2014,0.7,United States,3.25,Belize,0,0
627,Maverick,Elvesia,1367,2014,0.7,United States,3.25,Dominican Republic,0,0
628,Maverick,Tumbes,1430,2014,0.82,United States,3.25,Peru,1,0
629,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,0.63,United States,3.5,Peru,0,0
630,Mayacama,Hispaniola,1728,2016,0.72,United States,3.0,Domincan Republic,0,0
631,Meadowlands,Bolivia,1287,2014,0.7,United States,2.5,Bolivia,1,0
632,Meadowlands,Venezuela,1287,2014,0.7,United States,2.75,Venezuela,0,0
633,Meadowlands,Belize,1287,2014,0.7,United States,3.0,Belize,0,0
634,Meadowlands,"Nicaragua, w/ inbs",1291,2014,0.7,United States,3.0,Nicaragua,0,0
635,Meadowlands,Dominican Republic,1291,2014,0.7,United States,3.5,Dominican Republic,0,0
636,Middlebury,Maya Mountain,1490,2015,0.8,United States,3.5,Belize,0,0
637,Middlebury,San Juan Estate,1490,2015,0.7,United States,3.5,Trinidad,0,0
638,Middlebury,Oko Caribe,1490,2015,0.75,United States,3.75,Dominican Republic,0,0
639,Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,0.75,United States,3.75,Venezuela,0,0
640,Middlebury,Kokoa Kamili,1538,2015,0.75,United States,3.25,Tanzania,0,0
641,Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,0.7,United States,3.5,Nicaragua,0,0
642,Middlebury,La Red,1117,2013,0.75,United States,2.5,Dominican Republic,1,0
643,Middlebury,Belize,1117,2013,0.8,United States,3.25,Belize,1,0
644,Middlebury,Houseblend,887,2012,0.65,United States,1.5,,1,0
645,Middlebury,Alto Beni,887,2012,0.75,United States,2.0,Bolivia,1,0
646,Middlebury,"Balinese, Java",887,2012,0.7,United States,2.5,Indonesia,1,0
647,Millcreek Cacao Roasters,Ecuador,1073,2013,0.7,United States,2.5,Ecuador,1,0
648,Millcreek Cacao Roasters,Ecuador,825,2012,0.7,United States,3.5,Ecuador,0,0
649,Mindo,Ecuador,607,2010,0.67,United States,2.75,Ecuador,2,0
650,Mindo,Ecuador,607,2010,0.77,United States,2.75,Ecuador,1,0
651,Moho,"Toledo District, w/ nibs",1026,2013,0.73,United States,3.25,Belize,0,0
652,Moho,Toledo District,1030,2013,0.72,United States,3.0,Belize,0,0
653,Moho,"Umoho R., Toledo District, San Felipe",607,2010,0.67,United States,2.75,Belize,2,0
654,Molucca,La Red,1614,2015,0.7,United States,3.0,Domincan Republic,0,0
655,Molucca,Indonesia,1618,2015,0.7,United States,2.75,Indonesia,0,0
656,Molucca,Peru,1618,2015,0.7,United States,3.25,Peru,0,0
657,Muchomas (Mesocacao),Nicaragua,1462,2015,0.7,United States,3.5,Nicaragua,0,0
658,Muchomas (Mesocacao),Nicaragua,1462,2015,0.8,United States,3.5,Nicaragua,0,0
659,Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,0.68,United States,2.75,Tanzania,0,0
660,Mutari,"Oko Caribe, batch 1 SRB",1896,2016,0.71,United States,2.75,Domincan Republic,0,0
661,Mutari,"Ambanja, batch 1 SRB",1900,2016,0.68,United States,2.75,Madagascar,0,0
662,Mutari,"Tien Giang, batch 1 SRB",1900,2016,0.8,United States,3.0,Vietnam,1,0
663,Nanea,Criollo Blend,1007,2013,0.85,United States,3.5,Hawaii,1,0
664,Nathan Miller,Peru,1403,2014,0.72,United States,2.25,Peru,1,0
665,Nathan Miller,Hispaniola,1403,2014,0.7,United States,2.5,Dominican Republic,1,0
666,Nathan Miller,Madagascar,1403,2014,0.735,United States,2.5,Madagascar,1,0
667,Nathan Miller,Ghana,1403,2014,0.7,United States,3.5,Ghana,0,0
668,Nibble,Patanemo,1526,2015,0.72,United States,2.25,Venezuela,1,0
669,Nibble,Elvesia P.,1526,2015,0.72,United States,2.75,Dominican Republic,1,0
670,Nibble,"Ambanja, Sambirano Valley",1526,2015,0.72,United States,3.0,Madagascar,0,0
671,Nibble,Tumbes,1526,2015,0.72,United States,3.0,Peru,0,0
672,Night Owl,Peru,1022,2013,0.75,United States,2.75,Peru,1,0
673,Night Owl,Ecuador,1022,2013,0.75,United States,3.5,Ecuador,0,0
674,Noble Bean aka Jerjobo,Ghana,1295,2014,0.75,United States,3.0,Ghana,1,0
675,Noble Bean aka Jerjobo,Moho Valley,1299,2014,0.75,United States,3.0,Belize,1,0
676,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,0.75,United States,3.25,Peru,0,0
677,Noir d' Ebine,Venezuela,837,2012,0.7,United States,3.0,Venezuela,2,0
678,Noir d' Ebine,Ecuador,841,2012,0.7,United States,3.0,Ecuador,2,0
679,Nuance,"Ghana, 2013",1454,2015,0.7,United States,3.75,Ghana,0,0
680,Nuance,"Ecuador, 2013",1458,2015,0.7,United States,2.75,Ecuador,0,0
681,Nuance,"Canoabo, 2013",1458,2015,0.7,United States,3.0,Venezuela,0,0
682,Nuance,"Sambirano Valley, 2012",1458,2015,0.7,United States,3.5,Madagascar,0,0
683,Nuance,La Red,1470,2015,0.7,United States,3.75,Dominican Republic,0,0
684,Oakland Chocolate Co.,Jamaica,478,2010,0.7,United States,2.5,Jamaica,2,0
685,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,0.7,United States,2.75,Trinidad,0,0
686,Ohiyo,Tanzania,1598,2015,0.7,United States,3.0,Tanzania,0,0
687,Olive and Sinclair,Dominican Republic prototype,486,2010,0.72,United States,3.0,Dominican Republic,2,0
688,Olive and Sinclair,Ghana prototype,486,2010,0.72,United States,3.0,Ghana,2,0
689,Olive and Sinclair,Dark 67,457,2009,0.67,United States,2.75,"Ghana, Domin. Rep",2,0
690,Olive and Sinclair,Dark 75,457,2009,0.75,United States,3.0,"Ghana, Domin. Rep",2,0
691,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,0.6,United States,3.0,Hawaii,2,0
692,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,0.6,United States,3.0,Hawaii,2,0
693,Park 75,South America,1363,2014,0.65,United States,3.5,South America,0,0
694,Parliament,Kilombero Valley,1856,2016,0.7,United States,3.25,Tanzania,0,0
695,Parliament,"Lachua, Q'egchi families",1542,2015,0.7,United States,3.5,Guatemala,0,0
696,Parliament,Alto Beni,1251,2014,0.7,United States,3.0,Bolivia,0,0
697,Parliament,Oko Caribe,1255,2014,0.7,United States,3.5,Dominican Republic,0,0
698,Patric,Signature Blend,636,2011,0.7,United States,3.75,,0,0
699,Patric,Madagascar,331,2009,0.75,United States,4.0,Madagascar,2,0
700,Patric,Madagascar,439,2009,0.67,United States,3.5,Madagascar,2,0
701,Patric,"Rio Caribe, Paria Penninsula",439,2009,0.7,United States,3.5,Venezuela,2,0
702,Patric,Madagascar,196,2007,0.7,United States,4.0,Madagascar,2,0
703,Patric,"Piura, Choc. Garage Exclusive",1034,2013,0.67,United States,4.0,Peru,0,0
704,Peppalo,Dominican Republic,1454,2015,0.82,United States,3.0,Dominican Republic,1,0
705,Pinellas,Wampusirpi Region,1772,2016,0.8,United States,2.5,Honduras,1,0
706,Pitch Dark,Tenor,1506,2015,0.62,United States,2.5,Nicaragua,0,0
707,Pitch Dark,Johe,1506,2015,0.8,United States,2.75,Nicaragua,1,0
708,Pitch Dark,Chuno,1510,2015,0.8,United States,2.75,Nicaragua,1,0
709,Pitch Dark,Nicalizo,1510,2015,0.8,United States,2.75,Nicaragua,1,0
710,Pitch Dark,Rugoso,1510,2015,0.8,United States,3.25,Nicaragua,1,0
711,Pitch Dark,Akesson Estate,1311,2014,0.73,United States,3.25,Madagascar,0,0
712,Pitch Dark,Namau Village,1315,2014,0.73,United States,2.5,Fiji,1,0
713,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,0.73,United States,3.25,Ecuador,0,0
714,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,0.73,United States,3.5,Ecuador,0,0
715,Pomm (aka Dead Dog),"La Red, 2011",829,2012,0.76,United States,2.5,Dominican Republic,1,0
716,Pomm (aka Dead Dog),Peru,829,2012,0.82,United States,2.75,Peru,1,0
717,Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,0.7,United States,3.75,Domincan Republic,0,0
718,Potomac,"Cuyagua, 2013",1387,2014,0.7,United States,3.75,Venezuela,0,0
719,Potomac,Upala w/ nibs,647,2011,0.7,United States,3.5,Costa Rica,2,0
720,Potomac,"Upala, Batch 18",654,2011,0.7,United States,3.0,Costa Rica,2,0
721,Potomac,"San Martin, Amazonian Highlands",789,2011,0.7,United States,2.75,Peru,2,0
722,Potomac,Bahia,789,2011,0.7,United States,3.5,Brazil,2,0
723,Potomac,"Upala, Batch 12",607,2010,0.82,United States,3.75,Costa Rica,0,0
724,Raaka,Amazon Basin Blend,1788,2016,0.7,United States,3.0,"Peru(SMartin,Pangoa,nacional)",0,0
725,Raaka,Virunga,1708,2015,0.75,United States,2.75,Congo,1,0
726,Raaka,Madagascar,959,2012,0.75,United States,3.25,Madagascar,0,0
727,Raaka,La Red,785,2011,0.85,United States,3.5,Dominican Republic,1,0
728,Ranger,"San Martin, Batch 2",1558,2015,0.7,United States,2.5,Peru,1,0
729,Ranger,"Chulucanas, Batch 1",1562,2015,0.8,United States,3.25,Peru,1,0
730,Ranger,"Tumbes, Batch 2",1562,2015,0.73,United States,3.5,Peru,0,0
731,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,0.75,United States,3.75,Ecuador,0,0
732,Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,0.85,United States,3.5,Ecuador,1,0
733,Ritual,"Mid Mountain, 2014",1466,2015,0.7,United States,3.5,,0,0
734,Ritual,"Toledo District, Maya",1089,2013,0.75,United States,3.75,Belize,0,0
735,Ritual,"Maranon, Cajamarca",1181,2013,0.75,United States,3.0,Peru,1,0
736,Ritual,Sambirano,891,2012,0.75,United States,4.0,Madagascar,0,0
737,Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,0.75,United States,3.25,Ecuador,0,0
738,Ritual,Gran Couva,979,2012,0.75,United States,3.5,Trinidad,0,0
739,Ritual,Costa Rica,745,2011,0.75,United States,3.5,Costa Rica,0,0
740,Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,0.75,United States,3.75,Honduras,0,0
741,Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,0.7,United States,3.75,Venezuela,0,0
742,Rogue,"Tranquilidad, Batch 1",1566,2015,0.75,United States,3.25,Bolivia,0,0
743,Rogue,Porcelana,1209,2014,0.8,United States,3.75,Venezuela,0,0
744,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,0.7,United States,3.5,Madagascar,0,0
745,Rogue,"Hispaniola, 2013",1081,2013,0.7,United States,3.5,Dominican Republic,0,0
746,Rogue,"Silvestre, Batch 7, 2013",1081,2013,0.75,United States,4.0,Bolivia,0,0
747,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,0.75,United States,3.75,Jamaica,0,0
748,Rogue,"Camino Verde P., Balao, Guayas",979,2012,0.75,United States,3.75,Ecuador,0,0
749,Rogue,"Silvestre, Batch 1, 2011",793,2011,0.75,United States,3.0,Bolivia,1,0
750,Rogue,Piura,565,2010,0.75,United States,3.75,Peru,0,0
751,Rogue,Rio Caribe,327,2009,0.7,United States,3.5,Venezuela,2,0
752,Rogue,"Hispaniola, 2008",213,2008,0.7,United States,2.75,Dominican Republic,2,0
753,Rogue,Jamaica,213,2008,0.7,United States,2.75,Jamaica,2,0
754,Rogue,"Sambirano, 2008",213,2008,0.7,United States,2.75,Madagascar,2,0
755,Rogue,Trinidad,213,2008,0.7,United States,3.0,Trinidad,2,0
756,Sacred,Midnight,813,2012,0.83,United States,2.75,Central and S. America,1,0
757,Sacred,Twilight,813,2012,0.69,United States,3.25,Central and S. America,0,0
758,Scharffen Berger,San Juan de Cheni,959,2012,0.78,United States,4.0,Peru,0,0
759,Scharffen Berger,Markham Valley,781,2011,0.68,United States,3.75,Papua New Guinea,0,0
760,Scharffen Berger,Camahogne,464,2010,0.68,United States,3.5,Grenada,2,0
761,Scharffen Berger,Amina,464,2010,0.65,United States,3.75,Madagascar,2,0
762,Scharffen Berger,Tome Acu,336,2009,0.68,United States,3.75,Brazil,2,0
763,Scharffen Berger,Asante,336,2009,0.65,United States,4.0,Ghana,2,0
764,Scharffen Berger,Ben Tre,445,2009,0.72,United States,3.75,Vietnam,2,0
765,Scharffen Berger,Finisterra,227,2008,0.72,United States,3.0,"Ven., Trinidad, Mad.",2,0
766,Scharffen Berger,Las Islas,117,2007,0.72,United States,3.0,Carribean(DR/Jam/Tri),2,0
767,Scharffen Berger,Nibby,135,2007,0.62,United States,3.0,,2,0
768,Scharffen Berger,Cuyagua,135,2007,0.75,United States,3.75,Venezuela,2,0
769,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,0.75,United States,3.0,Carribean,2,0
770,Scharffen Berger,Extra Dark,15,2006,0.82,United States,2.0,,1,0
771,Scharffen Berger,Bittersweet,15,2006,0.7,United States,3.5,,2,0
772,Scharffen Berger,Kumasi Sambirano,40,2006,0.68,United States,2.0,Ghana & Madagascar,2,0
773,Scharffen Berger,Jamaica a l'ancienne,56,2006,0.7,United States,2.0,Jamaica,2,0
774,Scharffen Berger,Semisweet,56,2006,0.62,United States,3.0,,2,0
775,Shark Mountain,Jamaica,1450,2015,0.72,United States,3.25,Jamaica,0,0
776,Shark Mountain,Papua New Guinea,1450,2015,0.73,United States,3.5,Papua New Guinea,0,0
777,Shark Mountain,Cuyagua,1466,2015,0.77,United States,2.75,Venezuela,1,0
778,Shark Mountain,ROIG,1466,2015,0.74,United States,3.5,Dominican Republic,0,0
779,Shark Mountain,Ecuador,1335,2014,0.75,United States,3.0,Ecuador,1,0
780,Shark Mountain,"Belize, 2013",1335,2014,0.72,United States,3.25,Belize,0,0
781,Shark's,Hilo,713,2011,0.73,United States,2.0,Hawaii,1,0
782,Shark's,"Hilo, w/ added cocoa butter",721,2011,0.73,United States,2.5,Hawaii,1,0
783,Sibu Sura,Peru,911,2012,0.7,United States,2.5,Peru,1,0
784,Sjolinds,Ghana,1454,2015,0.7,United States,2.75,Ghana,0,0
785,Sjolinds,Nicaragua,1462,2015,0.72,United States,3.0,Nicaragua,0,0
786,Snake & Butterfly,Ghana,693,2011,0.67,United States,1.5,Ghana,1,0
787,Snake & Butterfly,Madagascar,502,2010,0.68,United States,3.0,Madagascar,2,0
788,Snake & Butterfly,Ecuador,502,2010,0.68,United States,3.25,Ecuador,2,0
789,Sol Cacao,"Ecuador, Batch 1",1812,2016,0.7,United States,3.5,Ecuador,0,0
790,Sol Cacao,Madagascar,1518,2015,0.72,United States,3.0,Madagascar,0,0
791,Solstice,Bundibugyo,1335,2014,0.7,United States,3.0,Uganda,0,0
792,Solstice,Sambirano,1157,2013,0.7,United States,3.0,Madagascar,0,0
793,Solstice,Amazonas,1157,2013,0.7,United States,3.0,Venezuela,0,0
794,Solstice,Bolivia,1161,2013,0.7,United States,3.25,Bolivia,0,0
795,Solstice,San Martin,1161,2013,0.7,United States,3.25,Peru,0,0
796,Solstice,Wasatch,1161,2013,0.7,United States,3.5,,0,0
797,Somerville,Nicaragua,1367,2014,0.7,United States,3.25,Nicaragua,0,0
798,Somerville,"Hawaiian, Big Island",1395,2014,0.7,United States,3.5,Hawaii,0,0
799,Spagnvola,AgroCriso Plantation,793,2012,0.7,United States,3.0,Dominican Republic,2,0
800,Spagnvola,AgroCriso Plantation,793,2012,0.8,United States,3.0,Dominican Republic,1,0
801,Spagnvola,AgroCriso Plantation,793,2012,0.75,United States,3.25,Dominican Republic,0,0
802,Spencer,Dominican Republic,1932,2017,0.7,United States,3.75,Dominican Republic,0,0
803,Spencer,Ecuador,1932,2017,0.7,United States,3.5,Ecuador,0,0
804,Spencer,Peru,1932,2017,0.7,United States,2.75,Peru,0,0
805,SRSLY,Dominican Republic,1113,2013,0.7,United States,3.0,Dominican Republic,0,0
806,SRSLY,Dominican Republic,1121,2013,0.84,United States,2.25,Dominican Republic,1,0
807,Starchild,"Bolivar, Arriba",1634,2015,0.7,United States,3.0,Ecuador,0,0
808,Starchild,Hispaniola,1692,2015,0.7,United States,3.0,Domincan Republic,0,0
809,Starchild,Cacao Verapaz,1692,2015,0.7,United States,3.0,Guatemala,0,0
810,Starchild,Rio Tuma,1692,2015,0.7,United States,3.0,Nicaragua,0,0
811,Starchild,Sambirano Valley,1696,2015,0.7,United States,3.0,Madagascar,0,0
812,Stone Grindz,"Ecuador, Midnight Dark",1291,2014,0.84,United States,3.5,Ecuador,1,0
813,Stone Grindz,"Ecuador, Twilght Dark",1291,2014,0.7,United States,3.5,Ecuador,0,0
814,StRita Supreme,"Samar, East Visayas region",939,2012,0.65,United States,2.5,Philippines,2,0
815,StRita Supreme,"Samar, East Visayas region",943,2012,0.7,United States,2.5,Philippines,1,0
816,StRita Supreme,"Samar, East Visayas region",943,2012,0.75,United States,2.75,Philippines,1,0
817,Sublime Origins,Sambirano,1157,2013,0.67,United States,2.75,Madagascar,2,0
818,Sublime Origins,Moho Valley,1157,2013,0.78,United States,3.25,Belize,1,0
819,Tabal,Costa Rica,1101,2013,0.7,United States,2.75,Costa Rica,1,0
820,Tabal,Dominican Republic,1101,2013,0.7,United States,2.75,Dominican Republic,1,0
821,Tabal,"Chiapas, Lacandon Jungle",1105,2013,0.7,United States,2.5,Mexico,1,0
822,Tabal,Peru,1105,2013,0.7,United States,3.0,Peru,0,0
823,Taza,Belize,1271,2014,0.68,United States,3.0,Belize,0,0
824,Taza,Alto Beni,785,2011,0.87,United States,3.25,Bolivia,1,0
825,Taza,Chiapan,451,2009,0.75,United States,2.75,Mexico,1,0
826,Taza,"Dark, Stone Ground",180,2007,0.7,United States,3.0,Dominican Republic,2,0
827,TCHO,West Africa,1716,2016,0.62,United States,2.0,West Africa,1,0
828,TCHO,Peru- Ecuador,915,2012,0.99,United States,3.25,"Peru, Ecuador",1,0
829,TCHO,TCHOPro 60.5,387,2009,0.6,United States,2.75,,2,0
830,TCHO,TCHOPro 68,387,2009,0.68,United States,3.0,,2,0
831,TCHO,Chocolatey-beta,199,2008,0.7,United States,2.5,Ghana,2,0
832,TCHO,Fruity-beta,280,2008,0.7,United States,2.5,Peru,2,0
833,TCHO,Citrus-beta,280,2008,0.7,United States,2.75,Madagascar,2,0
834,TCHO,Nutty-beta,284,2008,0.7,United States,2.5,Peru,2,0
835,Tejas,Concepcion,801,2012,0.7,United States,2.75,Madagascar,2,0
836,Tejas,Bayou Blend,801,2012,0.7,United States,3.0,"Ecuador, Mad., PNG",2,0
837,Tejas,Aranama,805,2012,0.7,United States,3.0,Papua New Guinea,2,0
838,Tejas,Presidio,805,2012,0.7,United States,3.5,Dominican Republic,0,0
839,Tejas,"La Bahia, w/ cane juice",817,2012,0.7,United States,3.25,Ecuador,0,0
840,Tejas,Capistrano,821,2012,0.7,United States,2.0,Peru,1,0
841,Tejas,"La Bahia, w/ cane sugar",825,2012,0.7,United States,3.25,Ecuador,0,0
842,Tejas,San Jose,829,2012,0.7,United States,2.75,Bolivia,2,0
843,Tejas,Capistrano*,829,2012,0.7,United States,3.0,Madagascar,2,0
844,Tejas,Espada,833,2012,0.7,United States,3.25,Mexico,0,0
845,Tejas,Espada,967,2012,0.7,United States,2.75,Brazil,2,0
846,Tejas,Concepcion*,971,2012,0.8,United States,3.0,Venezuela,1,0
847,Tejas,San Jose,971,2012,0.67,United States,3.25,Bolivia,2,0
848,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,0.7,United States,3.5,Brazil,0,0
849,Terroir,Peru,1478,2015,0.7,United States,2.75,Peru,0,0
850,Terroir,Belize,1478,2015,0.7,United States,3.75,Belize,0,0
851,Terroir,Madagascar,1478,2015,0.7,United States,3.75,Madagascar,0,0
852,Terroir,Ecuador,1482,2015,0.7,United States,3.25,Ecuador,0,0
853,Terroir,Oko Caribe,1554,2015,0.7,United States,3.5,Domincan Republic,0,0
854,Terroir,Guatemala,1558,2015,0.7,United States,3.75,Guatemala,0,0
855,Terroir,Ecuador,1323,2014,0.77,United States,3.25,Ecuador,0,0
856,Terroir,Madagascar,1323,2014,0.67,United States,3.75,Madagascar,0,0
857,Terroir,Uganda,1323,2014,0.73,United States,3.75,Uganda,0,0
858,Theo,Congo w/ nibs,903,2012,0.65,United States,3.25,Congo,2,0
859,Theo,Madagascar,162,2007,0.65,United States,3.5,Madagascar,2,0
860,Theo,Ivory Coast,184,2007,0.75,United States,2.5,Ivory Coast,1,0
861,Theo,"Ghana, Kumasi",184,2007,0.84,United States,3.0,Ghana,1,0
862,Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,0.91,United States,2.0,Venezuela,1,0
863,Theo,"Ghana, Panama, Ecuador",188,2007,0.75,United States,3.0,"Ghana, Panama, Ecuador",2,0
864,Tocoti,"Wild Bolivian, Jungle Love",927,2012,0.77,United States,3.0,Bolivia,1,0
865,Tocoti,Venezuela,789,2011,0.72,United States,2.75,Venezuela,1,0
866,Tocoti,Dominican Republic,789,2011,0.74,United States,3.0,Dominican Republic,1,0
867,Treehouse,Conacado,1239,2014,0.72,United States,3.0,Dominican Republic,0,0
868,twenty-four blackbirds,Oko Caribe,1700,2015,0.75,United States,2.75,Domincan Republic,1,0
869,twenty-four blackbirds,"Cedeno, lot 271",1700,2015,0.75,United States,3.5,Ecuador,0,0
870,twenty-four blackbirds,Madagascar,1235,2014,0.75,United States,3.5,Madagascar,0,0
871,twenty-four blackbirds,Dominican Republic,1022,2013,0.68,United States,3.25,Dominican Republic,0,0
872,twenty-four blackbirds,Palos Blancos,1026,2013,0.75,United States,2.5,Bolivia,1,0
873,twenty-four blackbirds,Dominican Republic,753,2011,0.73,United States,2.75,Dominican Republic,1,0
874,Two Ravens,Peru,1740,2016,0.6,United States,3.0,Peru,0,0
875,Undone,Matagalpa,1438,2014,0.74,United States,2.75,Nicaragua,1,0
876,Undone,Nourish,1438,2014,0.7,United States,3.0,Dominican Republic,0,0
877,Upchurch,"Madagascar, Sassy Bar",1752,2016,0.72,United States,3.0,Madagascar,0,0
878,Upchurch,"Tanzania, Party Bar",1752,2016,0.72,United States,3.25,Tanzania,0,0
879,Vanleer (Barry Callebaut),Manhattan,963,2012,0.72,United States,2.5,Ghana,1,0
880,Vanleer (Barry Callebaut),Napa,963,2012,0.65,United States,2.75,Ghana,2,0
881,Vicuna,Palos Blancos,1470,2015,0.7,United States,3.25,Bolivia,0,0
882,Vicuna,Palos Blancos + nibs,1470,2015,0.7,United States,3.25,Bolivia,0,0
883,Videri,Dominican Republic,1211,2014,0.9,United States,3.25,Dominican Republic,1,0
884,Videri,Trinidad,1211,2014,0.75,United States,3.5,Trinidad,0,0
885,Videri,Mindo,1227,2014,0.75,United States,3.5,Ecuador,0,0
886,Videri,Dark,1117,2013,0.9,United States,3.75,Central and S. America,1,0
887,Videri,Classic,991,2012,0.7,United States,3.25,Central and S. America,0,0
888,Vintage Plantations,San Martin,1205,2014,0.75,United States,3.0,Peru,1,0
889,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,1.0,United States,2.0,Ecuador,1,0
890,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.9,United States,2.0,Ecuador,1,0
891,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.75,United States,3.0,Ecuador,2,0
892,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,0.65,United States,3.0,Ecuador,2,0
893,Violet Sky,Sambirano Valley,1458,2015,0.77,United States,2.75,Madagascar,1,0
894,Violet Sky,Moho River Valley,1458,2015,0.77,United States,3.0,Belize,1,0
895,Violet Sky,Cuyagua,1458,2015,0.77,United States,3.0,Venezuela,1,0
896,Violet Sky,Peru,1458,2015,0.77,United States,3.25,Peru,0,0
897,Violet Sky,Cahabon,1502,2015,0.77,United States,2.75,Guatemala,1,0
898,Vivra,Peru,1720,2016,0.7,United States,2.5,Peru,1,0
899,Vivra,Ocumare,1720,2016,0.7,United States,2.5,Venezuela,1,0
900,Vivra,Dominican Republic,1724,2016,0.7,United States,3.0,Domincan Republic,0,0
901,Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,0.74,United States,3.0,Venezuela,0,0
902,Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,0.76,United States,3.5,Bolivia,0,0
903,Wm,"Ghana, 2013, batch 129",1916,2016,0.75,United States,3.75,Ghana,0,0
904,Woodblock,"Maranon, Cajamarca",1243,2014,0.7,United States,3.0,Peru,0,0
905,Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,0.7,United States,3.25,Ecuador,0,0
906,Woodblock,Gran Couva,1042,2013,0.7,United States,3.5,Trinidad,0,0
907,Woodblock,Ecuador,825,2012,0.7,United States,2.5,Ecuador,1,0
908,Woodblock,Costa Rica,825,2012,0.7,United States,3.0,Costa Rica,2,0
909,Woodblock,Sambirano,951,2012,0.7,United States,3.25,Madagascar,0,0
910,Woodblock,Ocumare,741,2011,0.7,United States,4.0,Venezuela,0,0
911,Woodblock,La Red,769,2011,0.7,United States,3.5,Dominican Republic,2,0
912,Xocolla,"Sambirano, batch 170102",1948,2017,0.7,United States,2.75,Madagascar,0,0
913,Xocolla,"Hispaniola, batch 170104",1948,2017,0.7,United States,2.5,Dominican Republic,1,0
914,Zak's,"Papua New Guinea, Batch 2",1574,2015,0.7,United States,3.0,Papua New Guinea,0,0
915,Zak's,"Dominican Republic, Batch D2",1578,2015,0.7,United States,3.25,Domincan Republic,0,0
916,Zak's,"Madagascar, Batch 2",1578,2015,0.7,United States,3.25,Madagascar,0,0
917,Zak's,"Peru, Batch 1",1578,2015,0.7,United States,3.25,Peru,0,0
918,Zak's,"Belize, Batch 2",1578,2015,0.7,United States,3.5,Belize,0,0
919,Zak's,"House Blend, Batch 2",1582,2015,0.6,United States,3.0,,0,0
920,Adi,Vanua Levu,705,2011,0.6,Fiji,2.75,Fiji,2,1
